Id,source,title,article,page_rank,timestamp,year,month,has_timestamp,text
14366,CBC,Crude oil futures fall below $49 US a barrel as oil supplies grow,"Oil futures prices fell Wednesday after an American government report showed US supplies of crude rising sharply, allowing traders to shrug off the fact that inventories of heating oil are still tight.",5,,,,0,"crude oil futures fall below $49 us a barrel as oil supplies grow oil futures prices fell wednesday after an american government report showed us supplies of crude rising sharply, allowing traders to shrug off the fact that inventories of heating oil are still tight."
14367,InfoWorld,Sun: Coders key to Solaris' rise,"<p>(<a href=""http://www.infoworld.com/?source=rss"">InfoWorld</a>) - SunÂ has ambitious plans for the commercial and open-source versions of its Solaris operating system, hoping to achieve for Solaris the kind of ubiquity already enjoyed by Java. To come close to reaching that goal, Sun needs to reach out more to developers and endeavor to overcome some long-held prejudices against the OS.</p><p align=""right""><a href=""http://ad.doubleclick.net/jump/idg.us.info.rss/news;pos=imu;tile=6;sz=336x280;skey=operating_systems;pkey=platforms;skey=commercial_unix;ord=123456789?"" target=""_blank"" /><img src=""http://ad.doubleclick.net/ad/idg.us.info.rss/news;pos=imu;tile=6;sz=336x280;skey=operating_systems;pkey=platforms;skey=commercial_unix;ord=123456789?"" width=""336"" height=""280"" border=""0"" alt="""" align=""right""/></a></p>\
<p>Sun's Java programming language, which debuted in 1995, is present in most of today's PCs, mobile devices, and embedded systems. The vendor is now seeking that same kind of omnipresence for Solaris, its flavor of Unix. Sun intends to take the operating system into markets where it hasn't traditionally been a force, such as desktop and embedded systems, according to Marc Hamilton, vice president of Solaris marketing at Sun. The vendor is also keen toÂ <a href=""http://www.infoworld.com/article/07/07/12/project-indiana_1.html"">position OpenSolaris as a real alternative to Linux</a>.</p>\
<p>""There's an enormous momentum building behind Solaris,"" said Ian Murdock, chief operating platforms officer at Sun. He joined Sun in March after serving as the CTO of the Linux Foundation. Murdock's also the creator of the Debian Linux distribution and is keen to take the lessons he's learned in the Linux community and apply them to Solaris.</p>\
<p>Sun is preparing to release OpenSolaris binaries early next year in a distribution code-named ""Project Indiana"" that will be similar to Linux distributions. The work, which is getting under way in the OpenSolaris community, is aimed at creating a single CD installation of the basic OS and desktop environment, giving developers the option to install additional software from network repositories. Developers also will be able to create limited releases of the distribution targeted at attendees of a particular event.</p>\
<p>The whole idea behind Indiana is to build more of a developer community around Solaris, Murdock said. ""How can we lower the barriers to programmers and run OpenSolaris as an ideal open-source operating system not originating from Sun?"" he asked. Indiana will also enable faster release cycles with a new version appearing every six months.</p>\
<p>With Indiana in place, Sun will adopt a two-tier development model, Murdock said, establishing a clear path from Indiana and OpenSolaris -- for developers and early adopters -- to Solaris, which will be largely used by more conservative enterprise users. The challenge will be delivering what's effectively a single Solaris platform to two very different communities, he added.</p>\
<p>Sun has already managed various versions of Java, including mobile, standard, and enterprise editions of the software. But whereas with Java the challenge was getting developers interested in a new technology, with Solaris, Sun needs to appeal to people who may have had previous negative experiences with the OS.</p>\
<p>Founded in 2004, online messaging security provider DigiTar begun life as an all-Linux shop using Suse Linux, according to Jason Williams, CTO and COO of the Boise, Idaho, company.</p>\
<p>""We had a very anti-Sun bias,"" he said, dating back to the frustration he and a colleague experienced in college trying to use Solaris 8, which they quickly abandoned in favor of Suse. However, DigiTar ran into problems with the way Linux handled a storage subsystem in 2005. With OpenSolaris freely available, they tried out the OS and it worked well. ""Solaris has resolved a lot of issues that Linux is just getting hit by,"" Williams said.</p>\
<p>Over time, DigiTar has made use of new Solaris features such as DTrace and ZFS (Zettabyte File System), which have helped the company quickly pin down the locations of performance bottlenecks and better optimize the system. ""Our experience with Solaris has been very evolutionary,"" Williams said. ""We came for one thing, then other benefits emerged.""</p>\
<p>""We very much want to move to Indiana,"" Williams said, because it will fix two immediate issues DigiTar has with OpenSolaris: Ease of use and ease of installation.</p>\
<p>The company's keen to migrate all its software to Solaris, but compiling applications on Solaris has always been a little different from compiling on a GNU Linux distribution. Today, about 60 percent of its software runs on Gentoo Linux, versus 40 percent on OpenSolaris. Indiana will support GNU userland, the part of an application that requests system activities from the operating system kernel, making it easier to move Linux applications to Solaris. The other feature Indiana offers over previous versions of OpenSolaris is its packaging so it can be more easily installed.</p>\
<p>Williams is impressed by the community that's already grown up around OpenSolaris. ""It's the most productive community I've ever been a part of,"" he said, with a posted query drawing 4 to 5 informed responses within an hour from both third parties and Sun engineers. Sun's approach to open source is ""very mature and adult,"" Williams added, largely because Sun engineers are used to fielding customers' questions and know it's important to respond rapidly.</p>\
<p>In order to win other converts, Williams recommends that Sun go back to school. ""The key thing they need to do is get back into the colleges,"" he said. ""That's where we formed our opinion of Sun."" Making Solaris easy to use and highlighting useful tools such as DTrace could go a long way toward wooing developers, Williams added.</p>\
<p>Sun is encouraging more use of OpenSolaris in universities with plans to add 500 more Campus Ambassadors around the world to the several hundred that were already in academia, Hamilton said. The Ambassadors are students who receive free training and support from Sun and then establish open-source developer communities in their colleges and evangelize OpenSolaris and Java to their peers and teachers.</p>\
<p>Williams also recommends letting Indiana ""splinter"" so that developers can freely create their own distributions and further spread the Solaris technology. Sun hopes that if it establishes Indiana as a reference platform for OpenSolaris, people are less likely to seek out or develop other distributions, Hamilton said.</p>\
<p>""With Linux, what happened was there was a void and people filled it,"" Murdock said, referring to the large number of Linux distributions in the market. ""Everything we do here is to allow for flexibility, so there is the possibility of multiple distributions.""</p>\
<p>Going after developers is only one of several strategies Sun is pursuing to raise the profile of Solaris. The vendor's also keen to increase the number of hardware platforms on which the OS is available on. Earlier this month, in a deal that would have been unthinkable a few years back,Â <a href=""http://www.infoworld.com/article/07/08/16/Sun-IBM-ink-OS-agreement_1.html"">IBM, one of Sun's main hardware rivals, agreed to redistribute Solaris OS and Solaris Subscriptions for some of its System x and BladeCenter servers</a>.</p>\
<p>From IBM's perspective, the move is in line with its pledge to offer users a range of operating systems and also will enable the vendor to make money on support calls involving Solaris running on IBM hardware. Hamilton said Sun's in discussions with about 40 original equipment manufacturers to make the OS available on their hardware. The companies include smaller hardware vendors that operate in particular geographies, but he's also interested in having IBM-like relationships with HP and Dell.</p>",4,2007-08-31 14:48:10,2007.0,8.0,1,"sun: coders key to solaris' rise ( infoworld ) - sunâ has ambitious plans for the commercial and open-source versions of its solaris operating system, hoping to achieve for solaris the kind of ubiquity already enjoyed by java. to come close to reaching that goal, sun needs to reach out more to developers and endeavor to overcome some long-held prejudices against the os. \ sun's java programming language, which debuted in 1995, is present in most of today's pcs, mobile devices, and embedded systems. the vendor is now seeking that same kind of omnipresence for solaris, its flavor of unix. sun intends to take the operating system into markets where it hasn't traditionally been a force, such as desktop and embedded systems, according to marc hamilton, vice president of solaris marketing at sun. the vendor is also keen toâ position opensolaris as a real alternative to linux . \ ""there's an enormous momentum building behind solaris,"" said ian murdock, chief operating platforms officer at sun. he joined sun in march after serving as the cto of the linux foundation. murdock's also the creator of the debian linux distribution and is keen to take the lessons he's learned in the linux community and apply them to solaris. \ sun is preparing to release opensolaris binaries early next year in a distribution code-named ""project indiana"" that will be similar to linux distributions. the work, which is getting under way in the opensolaris community, is aimed at creating a single cd installation of the basic os and desktop environment, giving developers the option to install additional software from network repositories. developers also will be able to create limited releases of the distribution targeted at attendees of a particular event. \ the whole idea behind indiana is to build more of a developer community around solaris, murdock said. ""how can we lower the barriers to programmers and run opensolaris as an ideal open-source operating system not originating from sun?"" he asked. indiana will also enable faster release cycles with a new version appearing every six months. \ with indiana in place, sun will adopt a two-tier development model, murdock said, establishing a clear path from indiana and opensolaris -- for developers and early adopters -- to solaris, which will be largely used by more conservative enterprise users. the challenge will be delivering what's effectively a single solaris platform to two very different communities, he added. \ sun has already managed various versions of java, including mobile, standard, and enterprise editions of the software. but whereas with java the challenge was getting developers interested in a new technology, with solaris, sun needs to appeal to people who may have had previous negative experiences with the os. \ founded in 2004, online messaging security provider digitar begun life as an all-linux shop using suse linux, according to jason williams, cto and coo of the boise, idaho, company. \ ""we had a very anti-sun bias,"" he said, dating back to the frustration he and a colleague experienced in college trying to use solaris 8, which they quickly abandoned in favor of suse. however, digitar ran into problems with the way linux handled a storage subsystem in 2005. with opensolaris freely available, they tried out the os and it worked well. ""solaris has resolved a lot of issues that linux is just getting hit by,"" williams said. \ over time, digitar has made use of new solaris features such as dtrace and zfs (zettabyte file system), which have helped the company quickly pin down the locations of performance bottlenecks and better optimize the system. ""our experience with solaris has been very evolutionary,"" williams said. ""we came for one thing, then other benefits emerged."" \ ""we very much want to move to indiana,"" williams said, because it will fix two immediate issues digitar has with opensolaris: ease of use and ease of installation. \ the company's keen to migrate all its software to solaris, but compiling applications on solaris has always been a little different from compiling on a gnu linux distribution. today, about 60 percent of its software runs on gentoo linux, versus 40 percent on opensolaris. indiana will support gnu userland, the part of an application that requests system activities from the operating system kernel, making it easier to move linux applications to solaris. the other feature indiana offers over previous versions of opensolaris is its packaging so it can be more easily installed. \ williams is impressed by the community that's already grown up around opensolaris. ""it's the most productive community i've ever been a part of,"" he said, with a posted query drawing 4 to 5 informed responses within an hour from both third parties and sun engineers. sun's approach to open source is ""very mature and adult,"" williams added, largely because sun engineers are used to fielding customers' questions and know it's important to respond rapidly. \ in order to win other converts, williams recommends that sun go back to school. ""the key thing they need to do is get back into the colleges,"" he said. ""that's where we formed our opinion of sun."" making solaris easy to use and highlighting useful tools such as dtrace could go a long way toward wooing developers, williams added. \ sun is encouraging more use of opensolaris in universities with plans to add 500 more campus ambassadors around the world to the several hundred that were already in academia, hamilton said. the ambassadors are students who receive free training and support from sun and then establish open-source developer communities in their colleges and evangelize opensolaris and java to their peers and teachers. \ williams also recommends letting indiana ""splinter"" so that developers can freely create their own distributions and further spread the solaris technology. sun hopes that if it establishes indiana as a reference platform for opensolaris, people are less likely to seek out or develop other distributions, hamilton said. \ ""with linux, what happened was there was a void and people filled it,"" murdock said, referring to the large number of linux distributions in the market. ""everything we do here is to allow for flexibility, so there is the possibility of multiple distributions."" \ going after developers is only one of several strategies sun is pursuing to raise the profile of solaris. the vendor's also keen to increase the number of hardware platforms on which the os is available on. earlier this month, in a deal that would have been unthinkable a few years back,â ibm, one of sun's main hardware rivals, agreed to redistribute solaris os and solaris subscriptions for some of its system x and bladecenter servers . \ from ibm's perspective, the move is in line with its pledge to offer users a range of operating systems and also will enable the vendor to make money on support calls involving solaris running on ibm hardware. hamilton said sun's in discussions with about 40 original equipment manufacturers to make the os available on their hardware. the companies include smaller hardware vendors that operate in particular geographies, but he's also interested in having ibm-like relationships with hp and dell."
14368,New,"Arthur Kornberg, Biochemist, Dies at 89",Dr. Kornbergâs Nobel Prize-winning discovery of how DNA is assembled helped ignite the biotechnology revolution.,5,2007-10-28 08:04:20,2007.0,10.0,1,"arthur kornberg, biochemist, dies at 89 dr. kornbergâs nobel prize-winning discovery of how dna is assembled helped ignite the biotechnology revolution."
14369,New,Federal Court Extends Oversight of Microsoft Until January,A federal courtâs oversight of Microsoft has been extended through January to give a judge time to consider a motion to extend that oversight for another five years.,5,2007-10-31 12:39:11,2007.0,10.0,1,federal court extends oversight of microsoft until january a federal courtâs oversight of microsoft has been extended through january to give a judge time to consider a motion to extend that oversight for another five years.
14370,New,Britney Spears Taken in Ambulance,"Britney Spears was taken from her house by ambulance early Thursday, police told The Associated Press.",5,2008-01-31 15:13:41,2008.0,1.0,1,"britney spears taken in ambulance britney spears was taken from her house by ambulance early thursday, police told the associated press."
14371,Washington, Can Education Research Save Us? An Upbeat View ," Editor's note: With today's column, Class Struggle from Jay Mathews moves to Mondays from Tuesdays, to coincide with the Post's weekly Schools & Learning page in the newspaper's Metro section.<br clear=""all""><a href=""http://ad.doubleclick.net/jump/wpni.rss/technology;pos=ad9;tile=9;ad=rss;sz=479x40;ord=6575223179"" target=""_blank""><img src=""http://ad.doubleclick.net/ad/wpni.rss/technology;pos=ad9;tile=9;ad=rss;sz=479x40;ord=6575223179"" border=""0"" vspace=""5""></a> ",5,2008-02-05 15:19:39,2008.0,2.0,1,"can education research save us? an upbeat view editor's note: with today's column, class struggle from jay mathews moves to mondays from tuesdays, to coincide with the post's weekly schools & learning page in the newspaper's metro section."
14372,RedNova,EPA Settles With Minnesota Metal Finishing on Hazardous Waste Violations,"CHICAGO, June 5  /PRNewswire/ -- U.S. Environmental Protection Agency Region 5 has reached an agreement with Minnesota Metal Finishing Inc. of Minneapolis for alleged violations of hazardous waste rules.  The company will pay an $85,000 penalty.",3,2007-06-06 03:16:31,2007.0,6.0,1,"epa settles with minnesota metal finishing on hazardous waste violations chicago, june 5 /prnewswire/ -- u.s. environmental protection agency region 5 has reached an agreement with minnesota metal finishing inc. of minneapolis for alleged violations of hazardous waste rules. the company will pay an $85,000 penalty."
14373,Reuters,Free Rx samples go to wealthy and insured: U.S. study,"WASHINGTON (Reuters) - Insured and wealthy Americans are more likely than needy patients to get the billions of dollars in free drug samples distributed by pharmaceutical companies to win patient and doctor loyalty, a study released on Wednesday said.",5,2008-01-02 22:44:30,2008.0,1.0,1,"free rx samples go to wealthy and insured: u.s. study washington (reuters) - insured and wealthy americans are more likely than needy patients to get the billions of dollars in free drug samples distributed by pharmaceutical companies to win patient and doctor loyalty, a study released on wednesday said."
14374,RedNova,Boudreaux's Butt Paste Sells Itself,"COVINGTON, La. - Retired Louisiana pharmacist George Boudreaux hasn't needed Madison Avenue pitchmen to get the word out about his concoction to treat diaper rash...",5,2004-08-23 04:32:21,2004.0,8.0,1,"boudreaux's butt paste sells itself covington, la. - retired louisiana pharmacist george boudreaux hasn't needed madison avenue pitchmen to get the word out about his concoction to treat diaper rash..."
14375,Reuters,G7 to weigh global response to credit crisis,"TOKYO (Reuters) - Financial leaders from the world's richest nations stood ready to discuss a global policy response to the credit crisis, which has unleashed economic downdrafts and market turbulence that knows no borders.\
<p><a href=""http://feeds.reuters.com/~a/reuters/businessNews?a=4b02zs""><img src=""http://feeds.reuters.com/~a/reuters/businessNews?i=4b02zs"" border=""0""></img></a></p><div class=""feedflare"">\
<a href=""http://feeds.reuters.com/~f/reuters/businessNews?a=uFraLdE""><img src=""http://feeds.reuters.com/~f/reuters/businessNews?i=uFraLdE"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~f/reuters/businessNews?a=ecIMRGe""><img src=""http://feeds.reuters.com/~f/reuters/businessNews?i=ecIMRGe"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~f/reuters/businessNews?a=QnoP2te""><img src=""http://feeds.reuters.com/~f/reuters/businessNews?i=QnoP2te"" border=""0""></img></a>\
</div><img src=""http://feeds.reuters.com/~r/reuters/businessNews/~4/231776499"" height=""1"" width=""1""/>",5,2008-02-08 21:07:28,2008.0,2.0,1,"g7 to weigh global response to credit crisis tokyo (reuters) - financial leaders from the world's richest nations stood ready to discuss a global policy response to the credit crisis, which has unleashed economic downdrafts and market turbulence that knows no borders.\ \ \"
14376,Yahoo,NASA: Fixing Shuttle Fleet Could Top &#36;2B (AP),AP - NASA administrator Sean O'Keefe said Wednesday the cost of fixing all the problems with the space shuttle fleet could top &#36;2.2 billion &#151; double the estimated price tag given to Congress a year ago.,5,,,,0,nasa: fixing shuttle fleet could top $2b (ap) ap - nasa administrator sean o'keefe said wednesday the cost of fixing all the problems with the space shuttle fleet could top $2.2 billion — double the estimated price tag given to congress a year ago.
14377,New,User-Generated Content Threatened by the Zeal to Protect Copyrights,The increased zeal among copyright holders to clamp down on any hint of piracy by online video sites puts the notion of user-generated content at risk.,5,2008-01-04 01:44:37,2008.0,1.0,1,user-generated content threatened by the zeal to protect copyrights the increased zeal among copyright holders to clamp down on any hint of piracy by online video sites puts the notion of user-generated content at risk.
14378,Reuters,Celtics' Gugliotta Back on the Injured List, BOSTON (Sports Network) - The Boston Celtics Wednesday  placed forward Tom Gugliotta back on the injured list.,5,,,,0,celtics' gugliotta back on the injured list boston (sports network) - the boston celtics wednesday placed forward tom gugliotta back on the injured list.
14379,New,Brawl Over Islam on Facebook,"The social networking site Facebook is wrestling with the contentious issue of speech codes, and the latest concern centers on a group with a crude title denouncing Islam.",5,2007-09-11 20:52:01,2007.0,9.0,1,"brawl over islam on facebook the social networking site facebook is wrestling with the contentious issue of speech codes, and the latest concern centers on a group with a crude title denouncing islam."
14380,Reuters,Blazing U.S. Profit Growth to Cool," NEW YORK (Reuters) - Wall Street investors will get their  first glimpses in September of how companies performed in the  third quarter, and financial experts say don't look for too  many positive earnings surprises.",5,,,,0,"blazing u.s. profit growth to cool new york (reuters) - wall street investors will get their first glimpses in september of how companies performed in the third quarter, and financial experts say don't look for too many positive earnings surprises."
14381,\N,Oracle drops litter of summer patches,"<h4>Forty-five fixes out. One missing in action</h4>\
<p>Oracle released 45 security patches on Tuesday as part of its latest quarterly patch update, one less than expected.â¦</p>",5,2007-07-18 18:37:16,2007.0,7.0,1,"oracle drops litter of summer patches forty-five fixes out. one missing in action \ oracle released 45 security patches on tuesday as part of its latest quarterly patch update, one less than expected.â¦"
14382,USA,Flu vaccine shortage might continue into 2005,"The flu vaccine shortage might stretch into 2005 if one key US supplier cannot resume manufacturing in time. By Henry Barrios, The Bakersfield Californian via AP.",5,,,,0,"flu vaccine shortage might continue into 2005 the flu vaccine shortage might stretch into 2005 if one key us supplier cannot resume manufacturing in time. by henry barrios, the bakersfield californian via ap."
14383,CNN/SI,ESPN&#39;s movie on the life of Dale Earnhardt Sr. is a winner,"The film 24 Hour Party People offers a spirited piece of advice when it comes to the art of storytelling. &quot;When you have to choose between truth and legend,&quot; says Tony Wilson, the Manchester, England music ",5,,,,0,"espn's movie on the life of dale earnhardt sr. is a winner the film 24 hour party people offers a spirited piece of advice when it comes to the art of storytelling. ""when you have to choose between truth and legend,"" says tony wilson, the manchester, england music"
14384,BBC,Moon campaign on starting blocks,"The Huygens spacecraft is set to detach from its ""mothership"" on the final leg of its journey to Saturn's moon Titan.",5,,,,0,"moon campaign on starting blocks the huygens spacecraft is set to detach from its ""mothership"" on the final leg of its journey to saturn's moon titan."
14385,Melbourne,Lleyton: I just had to get out of Australia,LLEYTON Hewitt has broken his silence on his split with Kim Clijsters as rumours surface about a new friendship with a young French player.,5,2004-11-06 16:31:53,2004.0,11.0,1,lleyton: i just had to get out of australia lleyton hewitt has broken his silence on his split with kim clijsters as rumours surface about a new friendship with a young french player.
14386,New,Charity Begins at Home? Perhaps Not at Hollinger,"ow much does it cost to become a lion on the social scenes in New York, London and Toronto? Not as much as one might think, particularly if you take public credit for donations made with corporate funds.",5,,,,0,"charity begins at home? perhaps not at hollinger ow much does it cost to become a lion on the social scenes in new york, london and toronto? not as much as one might think, particularly if you take public credit for donations made with corporate funds."
14387,Yahoo,"Yankee greats say &#39;78 proves comeback possible \
    (Reuters)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/nm/20070709/sp_nm/baseball_yankees_dc""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20070709/2007_07_09t043651_450x357_us_baseball_yankees.jpg?x=130&y=103&sig=CLQHP7L_nXXDOZjbUluNPA--"" align=""left"" height=""103"" width=""130"" alt=""Yogi Berra (L) tips his cap as he is applauded by (L-R) Reggie Jackson, Don Mattingly and Ron Guidry during the New York Yankees Old Timers Day game introductions before the Yankees play the Los Angeles Angels of Anaheim in their American League baseball game at Yankee Stadium in New York July 7, 2007. (Ray Stubblebine/Reuters)"" border=""0"" /></a>Reuters - The New York Yankees go into the \
All-Star break 10 games behind the AL East division-leading \
Boston Red Sox and with their string of 12 successive seasons \
in the playoffs in jeopardy.</p><br clear=""all""/>",5,2007-07-09 11:32:53,2007.0,7.0,1,yankee greats say '78 proves comeback possible \ (reuters)\ reuters - the new york yankees go into the \ all-star break 10 games behind the al east division-leading \ boston red sox and with their string of 12 successive seasons \ in the playoffs in jeopardy.
14388,Reuters,One in 5 homeowners see house price drop: survey,"NEW YORK (Reuters) - More than one in five U.S. homeowners expect their home to fall in value in the coming year, a Reuters-University of Michigan consumer survey said on Friday.",5,2007-12-14 16:48:44,2007.0,12.0,1,"one in 5 homeowners see house price drop: survey new york (reuters) - more than one in five u.s. homeowners expect their home to fall in value in the coming year, a reuters-university of michigan consumer survey said on friday."
14389,RedNova,Compromise Plan Floated for Neighborhoods: Offices Near Homes Would Have to Blend in With Surroundings,"By Hannah Mitchell, The Charlotte Observer, N.C.  Sep. 15--HICKORY -- City Council members may have come up with a compromise to protect homes from business encroachment without stifling development.",3,2006-09-15 15:13:41,2006.0,9.0,1,"compromise plan floated for neighborhoods: offices near homes would have to blend in with surroundings by hannah mitchell, the charlotte observer, n.c. sep. 15--hickory -- city council members may have come up with a compromise to protect homes from business encroachment without stifling development."
14390,RedNova,Whitney Canyon Blaze Quickly Out High Weekend Winds Could Fuel Day Fire in Forest,"By PATRICIA FARRELL AIDEM\\ Staff Writer  NEWHALL -- Firefighters made quick work Thursday of a brush fire that broke out at the mouth of Whitney Canyon in Newhall, but the region was under a blanket of smoke all day from the much larger forest fire burning to the north.",3,2006-09-23 08:13:19,2006.0,9.0,1,"whitney canyon blaze quickly out high weekend winds could fuel day fire in forest by patricia farrell aidem\\ staff writer newhall -- firefighters made quick work thursday of a brush fire that broke out at the mouth of whitney canyon in newhall, but the region was under a blanket of smoke all day from the much larger forest fire burning to the north."
14391,BBC,First Choice confirms sale talks,"First Choice Holidays confirms it is in talks over the possible sale of its package holiday business, following weekend reports.",5,2006-11-27 10:49:10,2006.0,11.0,1,"first choice confirms sale talks first choice holidays confirms it is in talks over the possible sale of its package holiday business, following weekend reports."
14392,Apple,Mac OS X Tip of the Week: Forcing a Document on an App,"As you already know, you can open any document by dragging it to its application&#146;s icon on the Dock. Now if you want to open a document by dragging it to a docked app that doesn&#146;t want to open it, did you know that you can coax the app to do so?\
",5,2007-02-14 21:14:41,2007.0,2.0,1,"mac os x tip of the week: forcing a document on an app as you already know, you can open any document by dragging it to its application’s icon on the dock. now if you want to open a document by dragging it to a docked app that doesn’t want to open it, did you know that you can coax the app to do so?\"
14393,Voice,Prosecutors Conduct Raid of Troubled Japanese Bank,"Japanese prosecutors raided the Tokyo headquarters of UFJ Bank Friday, one day after a criminal complaint was filed against the embattled institution.",5,,,,0,"prosecutors conduct raid of troubled japanese bank japanese prosecutors raided the tokyo headquarters of ufj bank friday, one day after a criminal complaint was filed against the embattled institution."
14394,RedNova,Savvy Shoppers Can Find Cheaper Drugs in U.S.,"A task force led by the U.S. Surgeon General is still drafting its report on drug importation, but one conclusion is already clear: Savvy shoppers can find cheaper prescription drugs in American pharmacies.",3,,,,0,"savvy shoppers can find cheaper drugs in u.s. a task force led by the u.s. surgeon general is still drafting its report on drug importation, but one conclusion is already clear: savvy shoppers can find cheaper prescription drugs in american pharmacies."
14395,New,"Once Upon a Time, There Was This Really Loud Band",It was a relief to hear that the Pixies still sounded utterly and gloriously like themselves on Saturday at the Hammerstein Ballroom.,5,,,,0,"once upon a time, there was this really loud band it was a relief to hear that the pixies still sounded utterly and gloriously like themselves on saturday at the hammerstein ballroom."
14396,Yahoo,"Apple: Don't Upgrade to Vista Just Yet \
    (NewsFactor)\
","NewsFactor - Apple is recommending that iTunes users stick with Windows XP for now. The iPod-maker is warning that its music store software might not be compatible with Vista, Microsoft's latest operating system.",5,2007-02-05 19:00:46,2007.0,2.0,1,"apple: don't upgrade to vista just yet \ (newsfactor)\ newsfactor - apple is recommending that itunes users stick with windows xp for now. the ipod-maker is warning that its music store software might not be compatible with vista, microsoft's latest operating system."
14397,CNN,E-coli fear sparks mushroom recall,"BJ's Wholesale Club, Inc. said Tuesday it was recalling packages of fresh mushrooms after it a routine inspection revealed the possible presence of the deadly bacteria E. coli.\
<p><a href=""http://rss.cnn.com/~a/rss/cnn_topstories?a=YT42Qh""><img src=""http://rss.cnn.com/~a/rss/cnn_topstories?i=YT42Qh"" border=""0""></img></a></p><img src=""http://rss.cnn.com/~r/rss/cnn_topstories/~4/93596705""/>",5,2007-02-21 04:19:31,2007.0,2.0,1,"e-coli fear sparks mushroom recall bj's wholesale club, inc. said tuesday it was recalling packages of fresh mushrooms after it a routine inspection revealed the possible presence of the deadly bacteria e. coli.\"
14398,CNN,U.S. wraps up Net crime sweep,\N,5,2004-08-27 07:34:24,2004.0,8.0,1,u.s. wraps up net crime sweep \n
14399,Reuters,"China defense minister visits Japan, ties on mend","TOKYO (Reuters) - Chinese defense Minister Cao Gangchuan arrived in Japan on Wednesday in the first such visit in nearly 10 years, hoping to ease tensions after strained ties halted top-level military exchanges.",5,2007-08-29 11:33:48,2007.0,8.0,1,"china defense minister visits japan, ties on mend tokyo (reuters) - chinese defense minister cao gangchuan arrived in japan on wednesday in the first such visit in nearly 10 years, hoping to ease tensions after strained ties halted top-level military exchanges."
14400,InfoWorld,Gates: Most Spammed Man Alive,"Bill Gates and Microsoft were in the news a lot this week, most notably with CEO Steve Ballmer claiming that Gates is the most spammed person in the world.",5,,,,0,"gates: most spammed man alive bill gates and microsoft were in the news a lot this week, most notably with ceo steve ballmer claiming that gates is the most spammed person in the world."
14401,Yahoo,"Hurricane Isaac could swipe Newfoundland \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/ap/20061001/ap_on_re_us/tropical_weather""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20060930/capt.052fcc0412f34d87ba02dd18bfc888d6.noaa_clouds_ny2.jpg?x=130&y=86&sig=oNOMBKuP2Ia1suki_1OrAg--"" align=""left"" height=""86"" width=""130"" alt=""This NOAA satellite image taken Saturday, Sept. 30, 2006 at 2:15 PM EDT shows clouds associated with a cold front extending across the southwestern Atlantic then into the Bahamas and Cuba. Hurricane Isaac is farther to the east of the front. Over the eastern U.S., a low pressure over the Great Lakes and Upper Midwest region is generating a massive area of clouds across the region. (AP PHOTO/WEATHER UNDERGROUND)"" border=""0"" /></a>AP - A tropical storm watch was issued for southeastern Newfoundland on Sunday as Hurricane Isaac moved north in the Atlantic, forecasters said.</p><br clear=""all""/>",5,2006-10-01 22:39:24,2006.0,10.0,1,"hurricane isaac could swipe newfoundland \ (ap)\ ap - a tropical storm watch was issued for southeastern newfoundland on sunday as hurricane isaac moved north in the atlantic, forecasters said."
14402,ic,Flicker of hope for Bigley- brother,THE brother of British hostage Ken Bigley said last night he had received information that he is still alive. Paul Bigley said he had received news which gave him cause for hope.,5,,,,0,flicker of hope for bigley- brother the brother of british hostage ken bigley said last night he had received information that he is still alive. paul bigley said he had received news which gave him cause for hope.
14403,Yahoo,"Senator Vitter to return to D.C. \
    (AP)\
","AP - Sen. David Vitter, R-La., in seclusion since acknowledging dealings with an escort service, is returning to Washington for votes in the Senate, his office said Sunday.",5,2007-07-16 02:36:36,2007.0,7.0,1,"senator vitter to return to d.c. \ (ap)\ ap - sen. david vitter, r-la., in seclusion since acknowledging dealings with an escort service, is returning to washington for votes in the senate, his office said sunday."
14404,Reuters,Jordan's king says three civil wars loom,"WASHINGTON (Reuters) - The Middle East is on the verge of three civil wars -- in Iraq, Israel and Lebanon -- unless strong action is taken urgently by the international community, Jordan's King Abdullah warned on Sunday.",5,2006-11-26 23:41:00,2006.0,11.0,1,"jordan's king says three civil wars loom washington (reuters) - the middle east is on the verge of three civil wars -- in iraq, israel and lebanon -- unless strong action is taken urgently by the international community, jordan's king abdullah warned on sunday."
14405,CNN,Storms bring more misery to Haiti,"A thunderstorm drenched homeless people living on rooftops and sidewalks in Haiti Saturday, adding to the woes of victims of Tropical Storm Jeanne, who are looting aid trucks and attacking food distribution centers in desperation ",5,,,,0,"storms bring more misery to haiti a thunderstorm drenched homeless people living on rooftops and sidewalks in haiti saturday, adding to the woes of victims of tropical storm jeanne, who are looting aid trucks and attacking food distribution centers in desperation"
