Id,source,title,article,page_rank,timestamp
14773,New,A special morning glory,Sprinklers were in full spray and maintenance workers had the motors churning and the blades moving. It was just past 6 a.m. and the final day of the Deutsche Bank Championship was at its quietest.,5,2007-09-06 12:46:26
14774,TruthNews.com,OPEC to Cut Production by One Million Barrels a Day,OPEC oil ministers have agreed to prop up sliding oil prices by cutting production by one million barrels a day. The decision in Cairo Friday comes amid a drop in oil prices from an all-time high of more than $55 in mid-October to more than $40 now.,5,2004-12-11 23:00:12
14775,Yahoo,"Model for character talks about 'Kramer' \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/entertainment/*http://news.yahoo.com/s/ap/20061124/ap_en_ce/the_real_kramer""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20061124/capt.330f164d29e3485ca3f77f3709572ae3.the_real_kramer_nyr107.jpg?x=99&y=130&sig=1fZtLfQJSE3Hsokn1l4Btw--"" align=""left"" height=""130"" width=""99"" alt=""Kenny Kramer, the real-life inspiration for the 'Seinfeld' character Kramer, addresses reporters in this Saturday, April 28, 2001 file photo, in New York. Kramer who is the role model for the 'Seinfeld' character has been interviewed numerous times after actor Michael Richards made headlines last week with a racist rant in a Los Angeles comedy club.    (AP Photo/Tina Fineberg, FILE)"" border=""0"" /></a>AP - The first call came from the Midwest. Before long, the phone was ringing, and ringing, and ringing again: Satellite radio. Fox News. Extra. Yada, yada, yada.</p><br clear=""all""/>",5,2006-11-24 22:06:06
14776,Motley,GE Wants YOU to Use LED Lights,"Lighting as we know it is about to change dramatically, and GE is leading the way.",5,2006-09-06 02:48:28
14777,Reuters,Dresses from high-tech fabric light up catwalk," CHICAGO (Reuters) - It's one thing to light up the catwalk   with innovative design, but what about producing designs that   actually light up the catwalk?",5,2006-09-27 00:09:28
14778,Yahoo,Peru President's Kin Create Headaches (AP),"AP - If U.S. presidents Jimmy Carter or Bill Clinton ever thought their brothers caused them public relations headaches, they might feel lucky compared to Peruvian President Alejandro Toledo.",5,0000-00-00 00:00:00
14779,Reuters,"Oil Clings to $50, Fuel Stocks to Fall",Oil prices hugged $50 a barrel on Wednesday on worries of potential supply disruptions and with US crude inventories expected to fall due to the lingering effects of Hurricane Ivan.,5,0000-00-00 00:00:00
14780,BBC,Microsoft to launch YouTube rival,Microsoft is launching an online video-sharing service to compete with YouTube.,5,2006-09-19 12:13:29
14781,RedNova,"TM Net, Parkson Team Up for Subscription Drive",By Aimie Pardas  TWO people who subscribed to tmnet's streamyx broadband service at a Parkson Grand outlet recently under the Streamyx Sign-Up @ Parkson programme not only got broadband Internet service but also walked away with an LG 32-inch LCD TV each.,4,2006-12-14 11:19:30
14782,Reuters,Market ends up as IBM creates optimism,"NEW YORK (Reuters) - Stocks ended higher on Monday, helped by strong results from IBM  that eased worries about the economy and sparked a rebound after last week's losses.",5,2008-01-14 23:06:15
14783,Yahoo,"Blockbuster favors Blu-ray DVDs to HD DVD \
    (Reuters)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/tech/*http://news.yahoo.com/s/nm/20070618/tc_nm/blockbuster_bluray_dc""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20070618/2007_06_18t083431_450x309_us_blockbuster_bluray.jpg?x=130&y=89&sig=VtVA5Xk8PtVw.ZPpVdGdFg--"" align=""left"" height=""89"" width=""130"" alt=""A model presents Sony Corp's prototype Blue Ray DVD player and BD-RE disc at CEATEC JAPAN 2005, a technology trade exhibition, in Makuhari, east of Tokyo, in this file photo from October 4, 2005. Blockbuster on Monday put its weight behind Sony Corp.'s Blu-ray DVD format, as the No. 1 video rental chain said it would boost its inventory of the high-definition discs to 1,700 stores by mid-July. (Issei Kato/Reuters)"" border=""0"" /></a>Reuters - Blockbuster Inc.  on Monday put \
its weight behind Sony Corp.&#39;s Blu-ray DVD format, as the No. 1 \
video rental chain said it would boost its inventory of the \
high-definition discs to 1,700 stores by mid-July.</p><br clear=""all""/>",5,2007-06-18 16:40:28
14784,Motley,Don't Neglect Renter's Insurance,You don't have to own a home to need domicile insurance.,5,2004-11-30 16:54:01
14785,New,France and Germany Get Deficit Reprieve,"The European Commission froze its threat of fines against France and Germany on Tuesday, granting the two biggest economies in the euro zone an extra year to bring down their bloated budget deficits.",5,0000-00-00 00:00:00
14786,Reuters,French to tackle work reform on full stomach,"PARIS (Reuters) - Their new president wants to get the French to work harder to compete in global markets, but some traditions are likely to endure -- including long holidays, a kiss for colleagues in the morning, and a decent lunch.",5,2007-05-30 11:02:31
14787,Reuters,NYC Mayor Says Hotels Full During Convention Time,"New York City&#39;s hotels are full for the last week of August, Mayor Michael Bloomberg said on Friday, boosting his claim that next week&#39;s Republican National Convention will provide an economic boom to the city.",5,0000-00-00 00:00:00
14788,Reuters,U.S. Warns of U.N. Penalties After Lebanon Killing," WASHINGTON (Reuters) - The White House said on Monday it  would consult with U.N. Security Council members about taking  punitive measures against those responsible for the killing of  former Lebanese Prime Minister Rafik al-Hariri, and to push for  an end to Syrian occupation.",5,2005-02-14 20:43:36
14789,Register,"Fujitsu Siemens makes tiny, quiet, green tower server","<h4>For the Al Gore in your remote office</h4>\
<p>Fujitsu Siemens says it has launched the world's smallest, quietest and most cost efficient tower server.â¦</p><a href=""http://ad.uk.doubleclick.net/jump/reg.rss.4159/main;sz=336x280;ord=3234567893?"" target=""_blank"">\
<img src=""http://ad.uk.doubleclick.net/ad/reg.rss.4159/main;sz=336x280;ord=3234567893?"" width=""336"" height=""280"" border=""0"" alt=""""></a>\
\
",5,2007-07-13 02:16:18
14790,Reuters,"Thai Motorcycle Bomb Kills 1, Wounds 25"," NARATHIWAT, Thailand (Reuters) - A bomb hidden in a  motorcycle killed one person and wounded at least 25 in  Thailand's mainly Muslim south on Thursday, a day ahead of a  visit to the region by Prime Minister Thaksin Shinawatra.",5,2004-08-26 15:50:25
14791,New,Legislators Pick Comptroller in Rebuke to the Governor,New York State lawmakers rebuffed Gov. Eliot Spitzer by choosing one of their own as the next state comptroller.,5,2007-02-08 04:07:53
14792,Computer,Windows service pack deadline extended,Windows XP users have until early next year to update business systems and applications before the operating system&#39;s Service Pack (SP) 2 is fully unleashed.,5,2004-09-09 19:20:07
14793,RedNova,Old Toilets a Good Habitat for Oysters,"NORFOLK, Va. - In an unusual experiment two years ago, unwanted toilets, sinks and other porcelain products were smashed to bits and shaped into two artificial oyster reefs...",4,0000-00-00 00:00:00
14794,New,Sun Buying Swedish Software Firm for $1 Billion,"Sun said that it would buy MySQL, a Swedish company that is the world leader in open-source database software used by Internet powers like Google, Yahoo, MySpace and YouTube.",5,2008-01-16 22:57:19
14795,Reuters,Caterpillar earnings down on weak U.S. sales,"CHICAGO (Reuters) - Caterpillar Inc , the world's top maker of earthmoving equipment, diesel engines and gas turbines, said on Friday quarterly earnings fell more than expected due to lower truck engine sales, weakness in North American construction markets and higher production costs.",5,2007-07-20 22:18:10
14796,Reuters,Alpine Skiing: Finland&#39;s Poutiainen Wins Giant Slalom,Finland&#39;s Tanja Poutiainen took the first giant slalom World Cup win of her career Friday and dashed Anja Paerson&#39;s hopes of a triple success this weekend.,5,0000-00-00 00:00:00
14797,Click,Harris County Woman Dies From West Nile Virus,"HOUSTON -- Harris County has recorded its first death this year from the West Nile virus, health department officials told Local 2 Tuesday.",5,0000-00-00 00:00:00
14798,Wired,Artistic Ennui Is on the Menu,"Can digital musicians, artists and other media creators free themselves from the tyranny of popular software design? Commentary by Momus.",5,2007-02-13 14:42:19
14799,Tiscali,Corruption Stays on European Agenda,"In the latest edition of its highly-regarded Corruption Index , Transparency International blames corruption for diverting urgently needed public money into dirty hands.",5,0000-00-00 00:00:00
14800,Yahoo,"Olmert government issues West Bank bids \
    (AP)\
","AP - The government of Prime Minister Ehud Olmert on Monday issued bids to build 700 homes in the West Bank, its largest settlement construction project since taking office in May.",5,2006-09-05 00:36:16
14801,PCWorld,VeriSign Replaces CEO Sclavos,"Spokesperson claims departure ""definitely was not related"" to recent stock options probe.\
<p><a href=""http://feeds.pcworld.com/~a/pcworld/latestnews?a=fgBh2z""><img src=""http://feeds.pcworld.com/~a/pcworld/latestnews?i=fgBh2z"" border=""0""></img></a></p><div class=""feedflare"">\
<a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=ulOQaKDg""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=ulOQaKDg"" border=""0""></img></a> <a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=Xu9o2FRR""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=Xu9o2FRR"" border=""0""></img></a> <a href=""http://feeds.pcworld.com/~f/pcworld/latestnews?a=EIdlHFq1""><img src=""http://feeds.pcworld.com/~f/pcworld/latestnews?i=EIdlHFq1"" border=""0""></img></a>\
</div><img src=""http://feeds.pcworld.com/~r/pcworld/latestnews/~4/120624575"" height=""1"" width=""1""/>",4,2007-05-30 02:28:49
14802,Time,Governors Seek Health Care Aid,"<img src=""http://feeds.feedburner.com/~r/time/topstories/~4/95933128""/>",5,2007-02-26 02:36:53
14803,Newark,SPITZER STRIKES AGAIN,"NewYork attorney general adds insurance to high-profile takedowns of bigplayers in mutual funds, equities research and stockmarkets.",5,0000-00-00 00:00:00
14804,Reuters,Lufthansa plans to buy 19 percent stake in JetBlue,NEW YORK (Reuters) - German airline Deutsche Lufthansa AG  said on Thursday that it plans to acquire a 19 percent stake in U.S. low-cost carrier JetBlue Airways Corp  for about $300 million.,5,2007-12-13 22:41:42
14805,New,Movie Review | 'Hannibal Rising': How He Arrived at That Acquired Taste,The new prequel âHannibal Risingâ provides a back story that ought to have remained firmly in our imaginations.,5,2007-02-09 08:42:49
14806,Yahoo,"Sabathia first to 13 wins in majors \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/ap/20070720/ap_on_sp_ba_ga_su/bba_indians_rangers""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070720/capt.bd7f6582a2f2470ab42cfd4fd16ddd1e.indians_rangers_baseball_arl103.jpg?x=105&y=130&sig=2DCP8g8GCpjwNn.FD7Tj8Q--"" align=""left"" height=""130"" width=""105"" alt=""Cleveland Indians pitcher C.C. Sabathia winds up to deliver to the Texas Rangers in the second inning of a baseball game in Arlington, Texas, Thursday, July 19, 2007. (AP Photo/Tony Gutierrez)"" border=""0"" /></a>AP - C.C. Sabathia became the first 13-game winner in the major leagues despite another shaky start, getting help from Grady Sizemore's long tiebreaking home run in Cleveland's 7-5 victory over the Texas Rangers on Thursday night.</p><br clear=""all""/>",5,2007-07-20 08:03:29
14807,New,F.C.C. to Look at Complaints Comcast Interferes With Net,The Federal Communications Commission will investigate whether Comcast is interfering with its subscribersâ attempts to use a popular online file-sharing program.,5,2008-01-10 09:10:58
14808,Yahoo,Dylan Plucks No. 1 Song of All Time (AP),"AP - Rolling Stone magazine has named the top 500 songs of all-time, and, well, the No. 1 song isn't exactly a complete unknown.",5,0000-00-00 00:00:00
14809,New,Mistrial Declared in Spector Murder Case,"The murder trial of music producer Phil Spector ended Wednesday in a mistrial after the jury, leaning heavily to convict him, could not reach a unanimous verdict.",5,2007-09-27 07:38:32
14810,CNN,Computer club to hold 'nerd auction' for dates,"Read full story for latest details.\
<p><a href=""http://rss.cnn.com/~a/rss/cnn_topstories?a=ELoSmF""><img src=""http://rss.cnn.com/~a/rss/cnn_topstories?i=ELoSmF"" border=""0""></img></a></p><div class=""feedflare"">\
<a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=BCdnSiqp""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=BCdnSiqp"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=0wyKleCS""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=0wyKleCS"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=B6W77P2h""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=B6W77P2h"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=cSnhUlwV""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=cSnhUlwV"" border=""0""></img></a> <a href=""http://rss.cnn.com/~f/rss/cnn_topstories?a=q88yvfU0""><img src=""http://rss.cnn.com/~f/rss/cnn_topstories?i=q88yvfU0"" border=""0""></img></a>\
</div><img src=""http://rss.cnn.com/~r/rss/cnn_topstories/~4/161745015"" height=""1"" width=""1""/>",5,2007-09-27 02:41:41
14811,MSNBC,âVanity Fairâ Bollywood style,"William Makepeace Thackerayâs seminal 1848 novel, âVanity Fair,â was filmed in the silent era, in 1932 with Myrna Loy, and in 1935 with Miriam Hopkins.",5,0000-00-00 00:00:00
14812,Register,Carphone Warehouse makes up with Vodafone,"<h4>At least for existing customers</h4>\
<p>Just a couple of months after Vodafone announced that Phones4U would get the exclusive right to sell its connections it has back-peddled and will allow CW to sell contract renewals and pre-pay connections.â¦</p><a href=""http://ad.uk.doubleclick.net/jump/reg.rss.4159/main;sz=468x60;ord=123456789?"" target=""_blank"">\
<img src=""http://ad.uk.doubleclick.net/ad/reg.rss.4159/main;sz=468x60;ord=123456789?"" width=""468"" height=""60"" border=""0"" alt=""""></a>\
\
",5,2006-12-06 19:25:26
14813,Washington,Reid Faults Petraeus as Not 'in Touch',"The Senate majority leader took aim yesterday at the top U.S. commander in Iraq, who until now has received little criticism from Capitol Hill over his statements or performance.\
<div class='nifad'><a href=""http://www.pheedo.com/click.phdo?x=a8a276f7a37a42499f8b1c69f9acf191&u=209203893""><img src=""http://www.pheedo.com/img.phdo?x=a8a276f7a37a42499f8b1c69f9acf191&u=209203893"" border=""0""/></a></div>",5,2007-06-15 07:54:05
14814,CNN,Israel kills Hamas leader in Gaza,\N,5,0000-00-00 00:00:00
14815,New,"Ex-C.I.A. Chief Nets $500,000 on Talk Circuit","George J. Tenet has earned well over $500,000 in speaking fees and is negotiating for a lucrative book contract.",5,0000-00-00 00:00:00
14816,Christian,"For Ukrainians, it&#39;s &#39;dÃ©jÃ  vote&#39;","The week before Sunday&#39;s presidential rerun, Viktor Yushchenko held a 9-point lead over Viktor Yanukovich. KIEV, UKRAINE - Worries about violence and fraud persist, but many Ukrainians seem to have embraced ",5,0000-00-00 00:00:00
14817,BBC,Tagging criminals 'damages trust',A review of electronic tagging argues the system may be undermining public confidence in the criminal justice system.,5,0000-00-00 00:00:00
14818,New,More Financing Is Urged to Fight TB in Africa,"The World Bank is spending far less on proven methods to combat tuberculosis in Africa than in India, China and Russia, according to a report by an advocacy group.",5,2006-09-13 09:02:34
14819,PeerFear,Al Qaeda member surrenders,"\
\
""RIYADH, Saudi Arabia (CNN) -- One of Saudi Arabia's most wanted militants has\
turned himself into the authorities, the first senior suspect to surrender under\
a one-month government amnesty announced last week.""\
\
""Othman Al-Omari, number 19 on Saudi Arabia's most wanted list of 26, accepted\
King Fahd's offer of amnesty, which was made last week, according to Saudi\
sources Monday.""\
\
""Al-Omari, who turned himself in on Sunday night, was a business partner of\
Shaban Al Shihri -- the first al Qaeda member to accept the offer when he turned\
himself in Friday.""\
\
When I first saw this I was really upset.  I thought that it would certainly\
lead to more violence if they just let terrorists off the ...\
\
",2,2004-08-18 23:00:26
14820,Yahoo,NBC Sports Exec Injured in Colo. Jet Crash (AP),"AP - A charter plane crashed and burst into flames during takeoff Sunday, killing at least two people and seriously injuring NBC Sports Chairman and President Dick Ebersol and two others. Rescue crews were searching for one of Ebersol's sons.",5,0000-00-00 00:00:00
14821,Ananova,Facebook Gives A Share To Microsoft,\N,5,2007-10-25 10:39:56
14822,Yahoo,"Bonds plan to save embattled British bank: report \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20080119/bs_afp/britainfinancebankingcompanynorthernrockpolitics""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20080119/capt.sge.uow95.190108054437.photo00.photo.default-343x512.jpg?x=87&y=130&q=85&sig=OdR5LmE53u3hv4q6LJsNJQ--"" align=""left"" height=""130"" width=""87"" alt=""A Northern Rock bank branch is pictured in central London. The British government is to support a plan to turn the Bank of England's loans to troubled Northern Rock into bonds for sale, the BBC reported Saturday.(AFP/File/Shaun Curry)"" border=""0"" /></a>AFP - The British government is to support a plan to turn the Bank of England's loans to troubled bank Northern Rock into bonds for sale, the BBC reported Saturday.</p><br clear=""all""/>",5,2008-01-19 09:24:22
14823,Arabic,Al-Jazeera TV: Two women of Allawi&#39;s relatives released in Iraq,"Al-Jazeera TV in Qatar said that one Islamic group has released two women of the relatives of the Iraqi prime minister Eyad Allawi, but still holding his cousin as a hostage.",5,2004-11-15 17:30:32
14824,BBC,Pollution harms developing lungs,"Children living in smoggy areas have retarded lung development which puts them at risk of diseases, say researchers.",5,0000-00-00 00:00:00
14825,New,Of Couples and Romance (1 Letter),To the Editor:.,5,2008-02-19 06:30:37
14826,Reuters,Wade aims to return for playoffs,MIAMI (Reuters) - Miami Heat All-star Dwyane Wade will not have surgery on his dislocated left shoulder in an attempt to return to the NBA champions this season.,5,2007-03-05 22:21:06
14827,Yahoo,Officials Take a Look at World Economy (Reuters),"Reuters - Central bankers, joined by\
commercial counterparts and financial regulators from around\
the globe, on Sunday discussed ways to ensure smooth economic\
growth amid worries over widening U.S. deficits.",5,2005-01-10 08:10:08
14828,Guardian,Tories: Ban violent song lyrics,David Cameron renews call to music industry.,5,2007-07-04 19:42:58
14829,InfoWorld,Symantec releases patching tool,Security company Symantec Corp. plans to announce the release of a patch management product on Monday that it says will enable small and medium-sized businesses (SMBs) to stay on top of software vulnerabilities.,4,2004-08-19 04:53:13
14830,BBC,In pictures: Holocaust remembered,Images of the ceremonies held to mark the 60th anniversary of the liberation of Auschwitz.,5,0000-00-00 00:00:00
14831,Washington, Complaint Filed Against Lions' Rogers  , DETROIT -- A stripper is claiming she was inappropriately touched by Detroit Lions defensive tackle Shaun Rogers. ,4,2007-06-11 22:46:24
14832,Register,Dell to counter carbon with Euro tree-planting plan,"<h4>Greenhouse gases bagged</h4>\
<p>Dell has brought is carbon-confounding Plant a Tree For Me scheme to Europe, allowing buyers to make a small donation an help counter the emissions arising from keeping their computers powered up.â¦</p>",5,2007-06-07 15:18:07
14833,Washington,UK's Prince Harry Takes Refuge on Argentine Pampas,"<p></p><p> BUENOS AIRES, Argentina (Reuters) - Britain's Prince Harryarrived in Argentina on Friday to work on a polo pony farm onthe pampas, far from the paparazzi who haunt him at home.</p>",5,0000-00-00 00:00:00
14834,Motley,Lift Your Lamp for Value,Sometimes it pays to invest where others won't.,5,0000-00-00 00:00:00
14835,Yahoo,"&quot;Truth&quot; producer lightens up with Broken Lizard \
    (Reuters)\
","Reuters - &quot;An Inconvenient Truth&quot; \
producer Participant Prods. is teaming with some strange \
bedfellows -- Broken Lizard comedy producers Jay Chandrasekhar \
and Julia Dray -- to develop the broad comedy &quot;Taildraggers.&quot;",5,2007-06-08 08:11:53
14836,Reuters,EBay Earns Boost Tech Stocks; Dow Slips," NEW YORK (Reuters) - U.S. technology stocks rose on  Thursday as a strong quarterly earnings report from eBay Inc.,  the world's largest online market place, helped lift the Nasdaq  and Standard & Poor's 500 indexes.",5,2004-10-21 19:30:08
14837,Reuters,"German suing CIA wants apology, says mistreated","WASHINGTON (Reuters) - A German who says he was kidnapped three years ago, held by the CIA and tortured for months in Afghanistan personally sought an apology on Wednesday and an explanation for his arrest.",5,2006-11-29 19:59:22
14838,Times,Dieting often adds on extra pounds: Survey,"LONDON: In the quest for an hourglass figure and washboard abs, many dieters end up putting on extra pounds, a survey has revealed.",5,2004-09-09 07:11:13
14839,Yahoo,"China signs US&#36;2.1B worth of contracts for 23 Airbus jets, German goods (Canadian Press)",Canadian Press - BEIJING (AP) - China signed contracts Monday worth nearly &#36;2.1 billion US to buy 23 Airbus jetliners and other German industrial goods.,5,0000-00-00 00:00:00
14840,FOX,Vogts has weakened Scottish soccer,"Short of the world coming to a premature end, the Scottish Football Association will meet sometime in the next two weeks to discuss terminating the services of national team manager, Berti Vogts.",5,2004-10-26 20:29:19
14841,Yahoo,"China labels U.S. peeping tom over defence spending \
    (Reuters)\
","Reuters - China's Foreign Ministry likened U.S.\
doubts about Chinese defence spending on Thursday to a peeping\
tom poking through Beijing's underwear, describing the Asian\
giant as a benign neighbour and force for peace.",5,2007-03-02 06:33:35
14842,Reuters,Germany may increase Afghanistan troops: paper,"BERLIN (Reuters) - Chancellor Angela Merkel's ruling coalition plans to discuss raising the upper limit on the number of troops Germany can send to Afghanistan under its parliamentary mandate, a paper reported on Thursday.\
<p><a href=""http://feeds.reuters.com/~a/reuters/worldNews?a=0i4GId""><img src=""http://feeds.reuters.com/~a/reuters/worldNews?i=0i4GId"" border=""0""></img></a></p><div class=""feedflare"">\
<a href=""http://feeds.reuters.com/~f/reuters/worldNews?a=85wGmFE""><img src=""http://feeds.reuters.com/~f/reuters/worldNews?i=85wGmFE"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~f/reuters/worldNews?a=tadnr9e""><img src=""http://feeds.reuters.com/~f/reuters/worldNews?i=tadnr9e"" border=""0""></img></a> <a href=""http://feeds.reuters.com/~f/reuters/worldNews?a=x3Dhrce""><img src=""http://feeds.reuters.com/~f/reuters/worldNews?i=x3Dhrce"" border=""0""></img></a>\
</div><img src=""http://feeds.reuters.com/~r/reuters/worldNews/~4/234645712"" height=""1"" width=""1""/>",5,2008-02-14 02:15:11
14843,BBC,Redknapp exit devastates players,David Unsworth has revealed Portsmouth&#39;s players are &quot;devastated and massively disappointed&quot; by Harry Redknapp&#39;s exit from Fratton Park.,5,2004-11-24 20:16:59
14844,Boston,Four Contenders and No Title Game Bolster Big East,"In a turnaround as swift as it has been stunning, the Big East Conference has transformed from a college football punch line into a national power in the past two years.",5,2007-07-18 07:39:30
14845,Time,Dems Rally Behind Iraq Proposal,"House Democratic leaders have coalesced around legislation that would require troops to come home from Iraq within six months if that country's leaders fail to meet promises to help reduce violence there, party officials said<img src=""http://feeds.feedburner.com/~r/time/nation/~4/98576791""/>",5,2007-03-02 22:37:45
14846,BBC,MPs debate Mugabe succession bill,Zimbabwe's parliament is debating a bill which could allow President Mugabe to choose his own successor.,5,2007-09-18 13:54:38
14847,BBC,Sudan steps up pressure on Darfur,"Sudan says AU peacekeepers must leave Darfur by 30 September, as its steps up its offensive against rebels.",5,2006-09-04 04:42:33
14848,Washington,Porn Business Driving DVD Technology,"<p></p><p> By Ben Berkowitz</p><p> LAS VEGAS (Reuters) - As goes pornography, so goestechnology. The concept may seem odd, but history has proventhe adult entertainment industry to be one of the key driversof any new technology in home entertainment. Pornographycustomers have been some of the first to buy home videomachines, DVD players and subscribe to high-speed Internet.</p>",5,2005-01-11 04:20:54
14849,San,Clijsters to return in Gaz de France,"Virginia Ruano Pascual of Spain rallied past ninth-seeded Jelena Kostanic of Croatia 3-6, 7-6 (3), 6-4 Monday at the Gaz de France Stars, where Kim Clijsters will make her comeback this week from a five-month injury layoff.",5,0000-00-00 00:00:00
14850,Yahoo,"British Council in Saint Petersburg defies Russian ban \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20080114/wl_uk_afp/russiabritaindiplomacycultureopen""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20080114/capt.sge.sjt50.140108082359.photo00.photo.default-512x263.jpg?x=130&y=66&q=85&sig=muWIraM2cE6JSNFFFqMuBg--"" align=""left"" height=""66"" width=""130"" alt=""File picture shows the entrance to the British Council office in Moscow. Britain's overseas cultural arm, the British Council, reopened its Saint Petersburg office on Monday in defiance of a Russian ban(AFP/File/Alexander Nemenov)"" border=""0"" /></a>AFP - Britain's overseas cultural arm, the British Council, reopened its Saint Petersburg office on Monday in defiance of a Russian ban.</p><br clear=""all""/>",5,2008-01-14 10:16:25
14851,Washington,First Day of School Was A Study in Terror,Escapees describe fleeing a Russian schoolyard Wednesday morning as guerrillas armed with rifles and explosives took hundreds hostage.,5,0000-00-00 00:00:00
14852,New,Hewlett-Packard Stakes a Claim as an Information Manager,"Hewlett-Packard will introduce Print 2.0, the companyâs strategy for making printing relevant in an increasingly Web-centric world.",5,2007-05-30 09:45:56
14853,RedNova,Middle-Aged Orangutan Gets a Makeover,"CHICAGO - In what her keepers call ""Maggie's Extreme Makeover,"" one of Brookfield Zoo's female orangutans has had her appearance and zeal restored through treatment for a previously undiagnosed thyroid condition. ",4,0000-00-00 00:00:00
14854,London,"Cellular: Don&#39;t call us, we&#39;ll call you","If there&#39;s ever a book called How to Write a Bad Movie, here are a couple of rules that must make the list: 1. In any given life-or-death situation with several possible courses of action, the protagonist must always pick the one least likely to be chosen ",5,2004-09-10 14:28:06
14855,Rediff,Sachin does a Hrithik Roshan!,"His film, Orey Pandu is a remake of the big hit, Koi... Mil Gaya.",5,0000-00-00 00:00:00
14856,Yahoo,Supreme Court Orders Texas Redistricting Review (Reuters),"Reuters - The U.S. Supreme Court ordered on\
Monday further consideration of a challenge by Democrats and\
minority groups to a controversial Republican-backed\
congressional redistricting plan in Texas.",5,2004-10-18 23:27:59
14857,BBC,Storms kill three in western US,"Winter storms that have brought high winds, heavy snow and rain to the US west kill at least three people.",5,2008-01-06 21:41:31
14858,InfoWorld,Euro Web sites spread Bofra worm via banner ads,"Web site visitors who clicked on banner ads on a number of popular European Web sites this weekend could have infected their computers with variants of the Bofra worm, experts warned on Monday.",4,0000-00-00 00:00:00
14859,Reuters,"United no longer have fear factor, says Keane","Once-dominant Manchester United no longer inspire fear in their opponents, according to club captain Roy Keane. United, English champions eight times in the last dozen seasons, already ",5,2004-09-10 19:10:46
14860,Reuters,Japan's Tabuse Released by Phoenix Suns, TOKYO (Reuters) - Yuta Tabuse has been released by the  Phoenix Suns less than two months after becoming the first  Japanese player to appear in the NBA.,5,2004-12-19 17:37:21
14861,Topix.Net,Dutch PM against lesser EU status for Turkey-report,"BERLIN, Dec 4 (Reuters) Dutch Prime Minister Jan Peter Balkenende has written to German conservative leader Angela Merkel rejecting her proposal for a ''privileged partnership''between the EU and Turkey, the ...",5,0000-00-00 00:00:00
14862,BBC,'Air plot' police given more time,"Detectives are given a further seven days to questions five suspects in the ""airplane terror plot"" inquiry.",5,2006-08-30 21:28:08
14863,Concord,Music file-sharing case heads to high court,"eeding the pleas of the entertainment industry, the US Supreme Court has agreed to consider calling a halt to Internet file-sharing that allows millions of computer users to obtain free copies of movies and music.",5,0000-00-00 00:00:00
14864,BBC,Unknown cellist hires Albert Hall,Cellist Dave Loew is to headline a concert at London's Royal Albert Hall - after hiring it himself.,5,0000-00-00 00:00:00
14865,Reuters,Bovine colostrum may enhance athletic performance," NEW YORK (Reuters Health) - New research suggests that   hard-training endurance athletes may get a boost from   supplements containing bovine colostrum -- the nutrient-rich   ""pre-milk"" cows produce shortly after giving birth.",5,2006-09-19 23:11:06
14866,RealEstateGates.com,Israel parliament to debate Sharon&#39;s pullout plan,"The Knesset has been holding a two-day session to approve Israeli Prime minister Arial Sharonâs pullout plan according to that after 37 years of occupation 8,000 Jewish settlers would be evacuated down four other settlements in the West Bank would close ",5,0000-00-00 00:00:00
14867,Reuters,Fresh doubt cast on disputed Pollock paintings,"BOSTON (Reuters) - A Harvard study has raised new doubts over the authenticity of three paintings previously thought to be works by abstract artist Jackson Pollock, weighing into a simmering controversy in the art world.",5,2007-01-31 06:01:56
14868,New,"For Struggling Black College, Hopes of a Revival",Wiley College is suddenly feeling the glow of celebrity with the release of a film about the schoolâs debating team.,5,2008-01-23 08:50:54
14869,New,US Silence on Settlements Dismays Palestinian Leaders,The Palestinian leadership expressed dismay today at reports that the Bush Administration is turning a blind eye to an expansion of Israeli settlements.,5,0000-00-00 00:00:00
